trdar_cd,signgu,stdr_yyqu,svc_induty,flow_pop,work_pop,resident_pop,store_cnt,open_rate,close_rate,competitor_cnt,rent,change_idx,monthly_sales,survived_2y
01000,강남구,20242,치킨전문점,10741,6402,11958,5,4.7,8.0,3,28.4,LL,2902,1
01000,강남구,20243,치킨전문점,11246,8220,9712,8,1.7,1.4,5,29.5,LL,2619,1
01000,강남구,20244,치킨전문점,12504,9340,11292,7,5.9,9.9,7,29.8,LL,2432,1
01000,강남구,20231,의류,10250,6444,11807,7,7.9,7.8,3,27.3,LL,2627,1
01000,강남구,20232,의류,10669,7116,12658,8,8.1,6.1,5,29.4,LL,2182,1
01000,강남구,20233,의류,11196,8982,13319,5,9.2,8.7,2,26.0,LL,2733,0
01000,강남구,20234,의류,11632,7602,11204,11,7.7,9.8,6,25.3,LL,2521,1
01000,강남구,20241,의류,11181,8228,10494,8,7.9,2.9,8,26.2,LL,2418,1
01000,강남구,20242,의류,11983,8334,15024,10,10.6,11.4,8,26.7,LL,2760,1
01000,강남구,20243,의류,11556,9765,11997,6,4.3,11.3,3,29.0,LL,2451,0
01000,강남구,20244,의류,10748,6681,10531,11,6.3,9.4,6,29.4,LL,2388,1
01001,강남구,20231,커피-음료,11908,7857,6845,7,7.8,1.0,5,34.8,HH,3066,1
01001,강남구,20232,커피-음료,10071,7259,4591,7,3.4,6.0,4,32.3,HH,2770,1
01001,강남구,20233,커피-음료,11951,8617,6253,7,7.2,1.0,7,35.4,HH,2892,1
01001,강남구,20234,커피-음료,10520,5228,4490,1,7.3,3.4,0,33.8,HH,3455,1
01001,강남구,20241,커피-음료,11424,6972,6696,7,8.0,6.1,3,30.1,HH,2980,1
01001,강남구,20242,커피-음료,11946,6137,6591,10,4.6,1.0,6,31.2,HH,2930,1
01001,강남구,20243,커피-음료,10056,5488,5273,5,7.6,8.6,3,32.7,HH,3077,1
01001,강남구,20244,커피-음료,9463,6095,4356,3,6.0,2.0,0,31.9,HH,3382,1
01001,강남구,20231,한식음식점,9494,6591,5783,2,12.0,3.9,1,34.9,HH,3969,1
01001,강남구,20232,한식음식점,9864,6991,5285,11,6.4,7.1,5,33.7,HH,3663,1
01001,강남구,20233,한식음식점,10261,6334,5252,6,6.7,3.9,3,31.2,HH,3614,1
01001,강남구,20234,한식음식점,9016,6384,4485,2,12.9,5.1,0,29.7,HH,4464,1
01001,강남구,20241,한식음식점,8869,5941,4298,8,9.8,6.3,7,33.2,HH,3330,1
01001,강남구,20242,한식음식점,10157,5172,5902,5,6.3,3.9,3,33.6,HH,3748,1
01001,강남구,20243,한식음식점,9288,4886,4527,6,6.4,1.0,5,35.8,HH,3728,1
01001,강남구,20244,한식음식점,8993,6346,5305,3,6.9,6.7,3,35.9,HH,4147,1
01001,강남구,20231,분식전문점,9146,6304,5149,16,9.4,1.0,8,35.9,HH,1970,0
01001,강남구,20232,분식전문점,9590,4724,4294,6,14.7,7.0,6,35.7,HH,1923,1
01001,강남구,20233,분식전문점,9854,6284,5476,6,6.7,1.0,3,32.7,HH,2407,1
01001,강남구,20234,분식전문점,9564,6064,4078,10,3.9,1.0,11,34.4,HH,1881,1
01001,강남구,20241,분식전문점,11647,6362,5111,8,8.5,2.2,3,30.4,HH,2076,1
01001,강남구,20242,분식전문점,11296,7461,6611,7,9.6,6.7,4,32.0,HH,1932,0
01001,강남구,20243,분식전문점,10861,7485,6772,7,5.1,6.2,6,35.1,HH,2096,1
01001,강남구,20244,분식전문점,10107,5510,5477,6,3.9,2.1,2,30.8,HH,2575,1
01001,강남구,20231,제과점,9289,5979,5436,7,11.1,1.0,5,29.8,HH,2902,1
01001,강남구,20232,제과점,10087,6660,4973,10,3.7,3.1,6,32.6,HH,2713,1
01001,강남구,20233,제과점,9683,5293,4539,7,1.0,8.8,5,29.9,HH,2950,1
01001,강남구,20234,제과점,9253,6185,5653,10,9.6,2.8,7,33.0,HH,2403,0
01001,강남구,20241,제과점,11720,8407,5731,8,3.5,1.0,9,33.2,HH,2965,1
01001,강남구,20242,제과점,8948,5154,5479,7,4.6,2.5,4,33.7,HH,2376,1
01001,강남구,20243,제과점,10853,5743,6517,10,6.0,9.8,2,30.0,HH,3077,1
01001,강남구,20244,제과점,10823,7498,5937,8,5.7,2.3,4,34.6,HH,2864,1
01001,강남구,20231,치킨전문점,9774,6035,4653,10,16.4,2.6,4,34.5,HH,2086,1
01001,강남구,20232,치킨전문점,10389,6314,5620,10,8.8,3.1,3,34.3,HH,2407,1
01001,강남구,20233,치킨전문점,9375,5919,4534,12,10.6,8.7,12,36.0,HH,2040,1
01001,강남구,20234,치킨전문점,10562,6501,5502,7,10.0,2.1,5,33.8,HH,2332,1
01001,강남구,20241,치킨전문점,8920,6108,3997,7,10.6,2.3,3,34.3,HH,2245,1
01001,강남구,20242,치킨전문점,10343,5866,4783,3,3.3,5.6,3,30.2,HH,2560,1
01001,강남구,20243,치킨전문점,9550,5635,4793,6,8.4,2.6,2,35.5,HH,2431,1
01001,강남구,20244,치킨전문점,10770,6769,5412,7,2.8,2.8,5,35.7,HH,2601,1
01001,강남구,20231,의류,11513,6203,6268,6,14.0,4.2,2,31.4,HH,2105,1
01001,강남구,20232,의류,10247,7273,5647,5,8.7,3.7,1,32.4,HH,2532,1
01001,강남구,20233,의류,10771,6146,5938,1,9.5,4.5,0,34.9,HH,2481,1
01001,강남구,20234,의류,10461,5896,5266,3,8.9,3.7,2,35.6,HH,2788,1
01001,강남구,20241,의류,9310,5228,5783,3,8.5,3.9,3,30.1,HH,2621,1
01001,강남구,20242,의류,9661,5816,5743,8,6.6,7.0,2,34.0,HH,2493,1
01001,강남구,20243,의류,10309,5851,6114,5,9.1,5.7,2,35.7,HH,2288,1
01001,강남구,20244,의류,9919,5157,5195,3,3.8,1.0,2,31.3,HH,2521,1
01002,강남구,20231,커피-음료,10949,7948,7633,15,8.6,8.2,9,11.1,LL,3296,1
01002,강남구,20232,커피-음료,11323,6240,7800,7,9.0,4.6,6,11.4,LL,3435,1
01002,강남구,20233,커피-음료,9445,6716,4755,6,4.8,7.7,3,11.5,LL,3745,1
01002,강남구,20234,커피-음료,9118,4657,6511,6,4.4,8.0,5,11.6,LL,3502,1
01002,강남구,20241,커피-음료,9675,6236,4823,8,8.5,1.4,2,11.7,LL,3674,1
01002,강남구,20242,커피-음료,10995,6349,6773,11,8.5,8.7,11,13.1,LL,3280,1
01002,강남구,20243,커피-음료,10788,5772,5376,10,7.8,10.5,2,13.3,LL,3640,1
01002,강남구,20244,커피-음료,9631,5895,5574,7,4.7,8.9,5,11.2,LL,3818,1
01002,강남구,20231,한식음식점,10391,6300,6383,8,11.6,5.7,2,12.8,LL,4899,1
01002,강남구,20232,한식음식점,8714,4349,5919,8,9.2,13.7,6,12.3,LL,4270,1
01002,강남구,20233,한식음식점,9755,5090,6669,6,6.5,7.3,0,13.4,LL,4860,1
01002,강남구,20234,한식음식점,10947,6269,5240,6,11.6,11.7,7,12.7,LL,4345,1
01002,강남구,20241,한식음식점,8968,4869,5396,3,6.9,1.0,1,11.2,LL,5027,1
01002,강남구,20242,한식음식점,10832,6799,5989,11,10.9,7.8,6,13.0,LL,4349,1
01002,강남구,20243,한식음식점,11304,7350,5625,12,14.3,5.3,3,12.3,LL,5129,1
01002,강남구,20244,한식음식점,9810,6602,6545,5,15.8,5.9,5,12.7,LL,4733,1
01002,강남구,20231,분식전문점,11509,8205,6938,5,4.4,4.9,2,11.5,LL,2481,1
01002,강남구,20232,분식전문점,11423,5964,7923,7,7.7,7.3,4,12.1,LL,2770,0
01002,강남구,20233,분식전문점,9616,5354,5822,6,11.7,9.8,2,12.8,LL,2576,1
01002,강남구,20234,분식전문점,8946,5765,6379,6,2.6,12.7,4,11.5,LL,2487,1
01002,강남구,20241,분식전문점,10017,5841,6600,6,7.1,13.1,7,11.6,LL,2538,0
01002,강남구,20242,분식전문점,10144,6827,5484,13,5.6,4.1,7,11.5,LL,2741,1
01002,강남구,20243,분식전문점,10395,7223,5669,16,10.5,5.2,10,12.0,LL,2101,1
01002,강남구,20244,분식전문점,11136,7421,6206,8,11.6,6.0,7,12.0,LL,2781,1
01002,강남구,20231,제과점,11119,7312,6533,7,6.2,7.8,3,12.4,LL,3210,1
01002,강남구,20232,제과점,9153,6089,6068,3,6.6,8.5,2,11.5,LL,3312,1
01002,강남구,20233,제과점,11217,5921,7382,6,7.8,5.9,3,13.1,LL,3329,1
01002,강남구,20234,제과점,11445,5835,6309,8,8.2,7.3,4,11.4,LL,3569,1
01002,강남구,20241,제과점,9302,6078,5949,12,11.1,10.5,7,11.5,LL,3223,0
01002,강남구,20242,제과점,8763,4314,5337,7,10.5,9.3,7,13.0,LL,3191,1
01002,강남구,20243,제과점,9775,4853,6485,6,7.8,5.3,2,13.0,LL,3724,0
01002,강남구,20244,제과점,9958,6641,5826,6,13.2,1.3,3,11.1,LL,3264,1
01002,강남구,20231,치킨전문점,10255,4980,5277,5,10.0,3.9,0,11.3,LL,2924,1
01002,강남구,20232,치킨전문점,11651,5906,8250,8,6.1,9.4,6,12.1,LL,2660,0
01002,강남구,20233,치킨전문점,10803,7865,5162,6,8.2,8.7,4,12.2,LL,2813,1
01002,강남구,20234,치킨전문점,11650,6285,7807,8,7.7,5.0,5,13.4,LL,2692,1
01002,강남구,20241,치킨전문점,9619,5331,5893,8,12.7,12.5,5,11.6,LL,3015,1
01002,강남구,20242,치킨전문점,11053,7571,6077,7,6.8,4.7,4,11.3,LL,3186,1
01002,강남구,20243,치킨전문점,10966,7181,5948,6,8.6,12.9,4,12.5,LL,3046,1
01002,강남구,20244,치킨전문점,9343,6770,6019,2,6.2,7.4,1,12.1,LL,3067,0
01002,강남구,20231,의류,11345,5776,7153,7,5.7,3.4,5,12.8,LL,2979,0
01002,강남구,20232,의류,10848,7554,7506,6,6.1,10.2,4,13.3,LL,2427,1
01002,강남구,20233,의류,8896,5161,4781,10,5.3,5.5,7,11.7,LL,2577,1
01002,강남구,20234,의류,10026,5331,5234,7,7.1,7.0,4,11.8,LL,2938,1
01002,강남구,20241,의류,10592,7031,6837,2,11.1,5.6,1,11.8,LL,3096,0
01002,강남구,20242,의류,11637,8373,5935,6,10.3,10.2,6,11.0,LL,2927,1
01002,강남구,20243,의류,9171,4580,4542,6,8.7,8.7,5,12.9,LL,2795,1
01002,강남구,20244,의류,9912,4820,4867,5,7.3,7.8,3,11.8,LL,3088,1
01003,강남구,20231,커피-음료,23942,8569,20774,3,6.1,8.0,2,27.3,LL,3380,1
01003,강남구,20232,커피-음료,22946,9433,27143,6,9.7,9.1,2,24.7,LL,3552,1
01003,강남구,20233,커피-음료,22098,7096,25087,12,11.1,5.4,3,27.7,LL,3379,1
01003,강남구,20234,커피-음료,22998,9179,24367,7,3.6,5.7,5,27.5,LL,3384,0
01003,강남구,20241,커피-음료,24903,8374,21115,3,9.5,8.0,0,28.6,LL,3554,1
01003,강남구,20242,커피-음료,24108,7863,29159,2,7.0,7.3,1,25.8,LL,4004,1
01003,강남구,20243,커피-음료,21199,7785,23269,6,1.7,4.7,1,27.3,LL,4107,1
01003,강남구,20244,커피-음료,22951,8705,24481,8,9.7,13.2,4,29.4,LL,3931,1
01003,강남구,20231,한식음식점,21915,8634,22948,7,7.1,7.5,3,24.6,LL,4598,1
01003,강남구,20232,한식음식점,26317,9714,24344,5,4.8,2.1,1,28.5,LL,4672,1
01003,강남구,20233,한식음식점,25209,8886,22309,10,1.2,7.6,4,25.2,LL,4399,1
01003,강남구,20234,한식음식점,25353,10254,24249,3,9.9,6.2,0,29.3,LL,4575,1
01003,강남구,20241,한식음식점,26151,7699,24583,11,7.9,1.0,14,27.5,LL,4109,1
01003,강남구,20242,한식음식점,23282,9749,23089,1,5.1,15.4,1,28.6,LL,4758,0
01003,강남구,20243,한식음식점,27583,12025,33076,8,6.7,9.9,4,24.5,LL,4936,1
01003,강남구,20244,한식음식점,26193,8563,27893,7,3.4,6.1,6,25.8,LL,4949,1
01003,강남구,20231,분식전문점,24164,9612,24857,11,7.3,8.8,7,26.4,LL,2647,0
01003,강남구,20232,분식전문점,23947,9765,22554,5,8.0,9.0,6,29.3,LL,2539,1
01003,강남구,20233,분식전문점,22081,8605,21114,11,11.1,4.7,8,26.5,LL,2295,0
01003,강남구,20234,분식전문점,26259,9764,24559,3,12.1,12.0,2,25.8,LL,2504,1
01003,강남구,20241,분식전문점,21050,6666,20902,7,7.8,7.9,2,26.2,LL,2551,1
01003,강남구,20242,분식전문점,26792,9127,28304,3,10.9,14.3,2,29.4,LL,3068,1
01003,강남구,20243,분식전문점,21118,7878,23875,3,10.6,10.6,2,24.6,LL,2775,1
01003,강남구,20244,분식전문점,25751,10834,29181,20,12.3,5.8,17,29.5,LL,2382,0
01003,강남구,20231,제과점,21976,7058,25789,6,7.5,2.3,1,28.3,LL,3143,1
01003,강남구,20232,제과점,27149,8624,33329,3,9.7,7.4,2,29.3,LL,3253,1
01003,강남구,20233,제과점,23998,9522,20489,11,7.5,8.8,4,27.8,LL,3260,1
01003,강남구,20234,제과점,20564,6658,19535,2,7.7,11.2,4,24.6,LL,3392,1
01003,강남구,20241,제과점,25402,10588,28892,6,3.0,9.7,5,26.6,LL,3599,1
01003,강남구,20242,제과점,25379,9840,27656,10,4.0,8.3,7,27.9,LL,3510,1
01003,강남구,20243,제과점,22310,8576,22611,3,13.3,5.5,2,26.5,LL,3834,1
01003,강남구,20244,제과점,27486,8224,33727,11,6.4,6.3,4,26.3,LL,3438,0
01003,강남구,20231,치킨전문점,26370,9716,26807,10,7.0,6.5,7,27.4,LL,2863,1
01003,강남구,20232,치킨전문점,22925,8910,23524,2,3.9,6.0,0,29.0,LL,2694,0
01003,강남구,20233,치킨전문점,23522,10212,28453,7,4.4,3.2,3,26.9,LL,2945,1
01003,강남구,20234,치킨전문점,21498,7954,19403,2,5.1,5.8,0,24.7,LL,2904,1
01003,강남구,20241,치킨전문점,20970,6831,21251,8,4.9,2.5,3,28.8,LL,3230,1
01003,강남구,20242,치킨전문점,21552,6835,23129,3,10.7,9.4,2,28.1,LL,2647,1
01003,강남구,20243,치킨전문점,26201,11328,28545,8,5.8,14.2,7,25.6,LL,3091,0
01003,강남구,20244,치킨전문점,25281,9448,25431,12,9.0,6.2,8,27.7,LL,2718,1
01003,강남구,20231,의류,22431,8982,21284,6,8.8,9.7,3,27.4,LL,3119,0
01003,강남구,20232,의류,25207,9467,23878,11,9.8,8.8,11,28.5,LL,2611,1
01003,강남구,20233,의류,24135,8886,20032,7,6.4,8.7,3,26.5,LL,3007,1
01003,강남구,20234,의류,27004,8205,27190,7,7.5,11.2,1,29.4,LL,2870,1
01003,강남구,20241,의류,24462,9374,30006,10,2.7,8.7,3,28.7,LL,3033,1
01003,강남구,20242,의류,21715,6698,19671,7,10.9,4.9,4,25.2,LL,2806,0
01003,강남구,20243,의류,21763,6431,20872,6,12.1,7.6,2,24.6,LL,3115,0
01003,강남구,20244,의류,25182,10282,29258,6,6.3,8.1,3,28.8,LL,3269,1
01004,강남구,20231,커피-음료,5379,2890,6064,10,3.7,14.1,4,29.8,LH,2836,0
01004,강남구,20232,커피-음료,5850,3260,5674,3,9.0,4.6,2,32.0,LH,2979,1
01004,강남구,20233,커피-음료,4522,2470,4933,7,5.9,8.3,8,29.4,LH,3078,0
01004,강남구,20234,커피-음료,5767,2550,6639,2,7.8,8.9,0,29.8,LH,3114,0
01004,강남구,20241,커피-음료,5671,3057,7474,3,11.4,11.5,4,32.5,LH,3036,1
01004,강남구,20242,커피-음료,5057,2800,5051,5,6.8,9.3,3,32.3,LH,2887,1
01004,강남구,20243,커피-음료,5729,2823,5743,10,6.7,10.3,5,32.8,LH,2677,0
01004,강남구,20244,커피-음료,4898,2150,6250,5,7.8,8.8,0,30.1,LH,3158,1
01004,강남구,20231,한식음식점,4616,2111,4804,6,8.5,5.6,4,34.6,LH,3469,1
01004,강남구,20232,한식음식점,5078,2775,4774,10,6.9,5.2,6,35.4,LH,3605,1
01004,강남구,20233,한식음식점,4392,2345,5425,11,8.5,10.8,7,32.1,LH,3341,0
01004,강남구,20234,한식음식점,5026,2815,5754,6,7.6,9.2,4,30.9,LH,3778,1
01004,강남구,20241,한식음식점,5512,3361,7011,11,6.7,9.5,5,32.1,LH,3632,0
01004,강남구,20242,한식음식점,5440,2657,5240,1,5.7,6.3,1,33.6,LH,4059,0
01004,강남구,20243,한식음식점,4750,2858,4774,6,5.7,12.4,4,32.1,LH,3718,1
01004,강남구,20244,한식음식점,5830,3332,7512,10,11.3,3.1,10,29.7,LH,3535,1
01004,강남구,20231,분식전문점,5044,2507,5367,7,7.6,7.2,5,31.9,LH,1684,0
01004,강남구,20232,분식전문점,4851,2791,4911,2,8.9,3.7,1,34.9,LH,2191,1
01004,강남구,20233,분식전문점,5557,2527,5493,7,10.4,3.2,4,34.6,LH,1892,1
01004,강남구,20234,분식전문점,4760,2709,4745,2,7.7,11.9,2,35.4,LH,1829,1
01004,강남구,20241,분식전문점,5444,2878,5686,12,7.1,9.3,4,32.9,LH,2078,1
01004,강남구,20242,분식전문점,5233,2806,5231,6,6.3,12.0,4,30.5,LH,2074,1
01004,강남구,20243,분식전문점,4531,2557,4658,5,4.5,7.9,3,31.3,LH,1547,0
01004,강남구,20244,분식전문점,5843,2581,7971,10,5.4,7.2,3,29.5,LH,2077,1
01004,강남구,20231,제과점,4802,3079,6516,10,12.8,7.3,5,31.8,LH,2490,1
01004,강남구,20232,제과점,5446,2806,6575,8,10.2,8.7,5,31.6,LH,2456,1
01004,강남구,20233,제과점,5720,3173,6120,6,7.8,5.9,1,30.7,LH,3072,1
01004,강남구,20234,제과점,5333,2437,6887,5,7.7,6.7,3,34.7,LH,2677,1
01004,강남구,20241,제과점,4779,2287,5431,8,9.1,4.0,5,34.4,LH,2273,1
01004,강남구,20242,제과점,4759,2486,5024,10,10.2,6.7,7,35.0,LH,2230,0
01004,강남구,20243,제과점,5737,2955,6379,6,7.9,7.5,6,31.3,LH,3133,1
01004,강남구,20244,제과점,4412,2449,6126,12,5.0,2.4,6,30.5,LH,2679,1
01004,강남구,20231,치킨전문점,5280,2967,5087,11,7.0,13.5,5,29.0,LH,2142,1
01004,강남구,20232,치킨전문점,4672,2167,5372,7,9.7,2.6,5,33.6,LH,2013,1
01004,강남구,20233,치킨전문점,5249,2737,7130,10,9.1,3.7,2,30.2,LH,2530,0
01004,강남구,20234,치킨전문점,4698,2161,5064,8,6.0,7.8,4,32.9,LH,2494,1
01004,강남구,20241,치킨전문점,4552,2845,5322,7,1.6,8.8,4,30.1,LH,2292,1
01004,강남구,20242,치킨전문점,4963,2955,5580,12,9.3,8.2,6,32.3,LH,2250,1
01004,강남구,20243,치킨전문점,5761,2608,7845,6,3.2,2.0,3,34.9,LH,2327,1
01004,강남구,20244,치킨전문점,5061,3112,5887,1,6.5,3.4,0,32.6,LH,2427,1
01004,강남구,20231,의류,5700,3028,7676,5,11.0,2.6,1,31.9,LH,2106,0
01004,강남구,20232,의류,4965,2813,6315,8,8.1,6.9,2,32.4,LH,2208,1
01004,강남구,20233,의류,4413,2706,4154,12,8.3,6.3,6,35.0,LH,2279,1
01004,강남구,20234,의류,5802,3613,6492,3,14.9,4.2,0,29.6,LH,2238,1
01004,강남구,20241,의류,4337,2034,4512,8,8.5,2.7,4,33.2,LH,2234,1
01004,강남구,20242,의류,5063,2233,5320,11,7.8,7.1,10,32.7,LH,2255,0
01004,강남구,20243,의류,4793,3062,5304,6,7.4,13.3,7,32.5,LH,1964,1
01004,강남구,20244,의류,5297,3398,5655,5,9.0,8.7,3,31.1,LH,2630,0
01005,강남구,20231,커피-음료,6988,2894,3310,8,9.8,6.8,3,26.2,HH,3151,1
01005,강남구,20232,커피-음료,7888,3139,3611,10,11.2,5.0,9,26.0,HH,2819,1
01005,강남구,20233,커피-음료,6714,2711,3227,5,10.2,1.7,5,24.1,HH,3368,1
01005,강남구,20234,커피-음료,6674,2382,2474,7,5.3,5.0,5,24.3,HH,3037,1
01005,강남구,20241,커피-음료,8283,3281,4220,10,12.0,1.0,6,23.9,HH,3249,1
01005,강남구,20242,커피-음료,6245,2407,2963,6,10.4,6.7,2,22.8,HH,3467,1
01005,강남구,20243,커피-음료,6444,2540,2296,6,8.0,6.6,2,24.4,HH,3341,1
01005,강남구,20244,커피-음료,7138,2934,2851,8,8.0,3.1,3,24.6,HH,3486,1
01005,강남구,20231,한식음식점,7261,2530,2646,6,9.9,5.3,3,23.5,HH,3991,1
01005,강남구,20232,한식음식점,7373,2590,3615,5,12.1,1.0,5,25.9,HH,4130,1
01005,강남구,20233,한식음식점,6619,2638,3291,7,6.2,3.8,4,23.3,HH,4207,1
01005,강남구,20234,한식음식점,6514,2908,3011,12,7.6,1.1,5,24.6,HH,4188,1
01005,강남구,20241,한식음식점,8205,3575,3610,6,10.4,6.4,4,25.6,HH,4065,1
01005,강남구,20242,한식음식점,7583,2282,3415,6,5.8,4.2,2,26.1,HH,4104,1
01005,강남구,20243,한식음식점,7956,2830,3603,5,9.9,1.6,4,26.6,HH,4171,1
01005,강남구,20244,한식음식점,7394,2358,2822,13,9.7,2.1,8,26.4,HH,3989,1
01005,강남구,20231,분식전문점,8114,3340,3210,6,10.6,3.0,2,26.8,HH,2263,1
01005,강남구,20232,분식전문점,8394,3376,3050,5,10.3,3.4,1,26.6,HH,2291,1
01005,강남구,20233,분식전문점,6889,2347,3434,16,10.0,1.0,10,22.8,HH,2264,1
01005,강남구,20234,분식전문점,7265,2625,2959,10,3.2,4.1,8,26.6,HH,1855,1
01005,강남구,20241,분식전문점,6523,2065,3122,13,8.7,6.5,7,23.6,HH,2462,1
01005,강남구,20242,분식전문점,7817,2544,3194,7,2.5,3.2,3,24.9,HH,2369,1
01005,강남구,20243,분식전문점,7480,2757,3732,7,11.1,5.4,1,25.1,HH,2570,1
01005,강남구,20244,분식전문점,7653,3133,3532,7,2.7,7.4,2,23.4,HH,2661,1
01005,강남구,20231,제과점,7959,3527,3426,2,11.4,1.4,1,25.1,HH,2813,1
01005,강남구,20232,제과점,8081,3060,2876,5,11.3,11.6,4,25.2,HH,2588,1
01005,강남구,20233,제과점,7941,3411,3144,3,12.1,7.4,1,26.9,HH,2830,1
01005,강남구,20234,제과점,6780,2302,2989,10,9.7,6.7,4,24.8,HH,2841,1
01005,강남구,20241,제과점,6397,2555,2551,1,9.5,6.9,0,23.8,HH,3087,1
01005,강남구,20242,제과점,7080,2169,3100,10,11.0,7.2,5,23.1,HH,2720,0
01005,강남구,20243,제과점,7059,2727,3433,7,8.1,1.0,7,22.8,HH,2894,1
01005,강남구,20244,제과점,8385,3632,3088,7,11.6,4.1,3,27.1,HH,3268,1
01005,강남구,20231,치킨전문점,6244,2598,3231,5,8.6,5.7,4,23.2,HH,2596,1
01005,강남구,20232,치킨전문점,7118,2296,2952,6,9.6,1.9,2,25.2,HH,2557,1
01005,강남구,20233,치킨전문점,6654,2025,2956,5,11.1,13.6,2,25.6,HH,2612,1
01005,강남구,20234,치킨전문점,6539,2499,2481,10,11.9,4.0,6,22.8,HH,2390,1
01005,강남구,20241,치킨전문점,6931,2329,2400,6,7.1,1.1,3,23.5,HH,2635,1
01005,강남구,20242,치킨전문점,7662,3181,3078,8,5.4,1.1,2,25.4,HH,2338,1
01005,강남구,20243,치킨전문점,7557,2783,3061,11,10.3,10.4,5,23.9,HH,2401,0
01005,강남구,20244,치킨전문점,6660,2479,2351,10,5.4,4.5,4,26.3,HH,2659,1
01005,강남구,20231,의류,7405,2988,2807,6,14.2,1.0,2,27.1,HH,2006,1
01005,강남구,20232,의류,6397,2318,2948,5,11.0,1.5,2,25.6,HH,2335,1
01005,강남구,20233,의류,7017,3060,3538,6,12.4,1.0,2,26.6,HH,2329,1
01005,강남구,20234,의류,7538,2286,2649,7,4.8,1.0,4,27.0,HH,2727,1
01005,강남구,20241,의류,6521,2730,3158,7,3.0,2.9,4,26.8,HH,2730,1
