signgu,svc_induty,stdr_yyqu,monthly_sales,prev_year,retention
광진구,커피-음료,20241,2052157.7633,2090259.455,0.9817717883735155
동작구,커피-음료,20241,1592570.867,1613967.5968,0.9867427760988369
강동구,커피-음료,20241,1463326.3219,1322293.6878,1.1066575719155454
금천구,커피-음료,20241,1458959.9596,2369598.4239,0.615699244599755
강북구,커피-음료,20241,768372.3236,764881.1319,1.0045643585053898
구로구,커피-음료,20241,1302813.7702,1364548.1898,0.9547583441453625
강남구,커피-음료,20241,10487433.2146,10919273.0313,0.960451596414694
강북구,커피-음료,20242,840683.5826,889415.3713,0.9452091899100282
성동구,커피-음료,20242,2269183.8046,2067289.4818,1.097661369913327
종로구,커피-음료,20242,7229895.8027,6760570.8318,1.0694209087629725
은평구,커피-음료,20242,915457.8979,895745.0272,1.0220072343149034
서초구,커피-음료,20242,5998994.7762,5930781.8361,1.0115015089047443
강서구,커피-음료,20242,1925651.9305,1837677.664,1.0478725231434276
마포구,커피-음료,20242,6997051.9178,6789259.7075,1.0306060188079793
노원구,커피-음료,20242,1789558.5016,1871779.1494,0.9560735315240819
성북구,커피-음료,20242,2455085.6854,2494815.9367,0.9840748767411863
관악구,커피-음료,20242,1711631.9102,1722492.3396,0.9936949331208509
영등포구,커피-음료,20242,4424788.9109,4340030.2198,1.0195295163414566
금천구,커피-음료,20242,1623630.5044,2422168.7505,0.6703209691995404
송파구,커피-음료,20242,5109610.625,4650113.4358,1.0988141892759975
광진구,커피-음료,20242,2320984.684,2260759.5408,1.0266393405017715
양천구,커피-음료,20242,1212239.2092,1271005.7814,0.9537637254999193
구로구,커피-음료,20242,1462660.3149,1449975.1287,1.0087485543364962
용산구,커피-음료,20242,2576391.3773,2452068.5285,1.050701213018729
동대문구,커피-음료,20242,1651163.8983,1657958.4637,0.9959018482375989
도봉구,커피-음료,20242,698895.0236,657743.9236,1.062564013932306
중구,커피-음료,20242,7189022.7212,6785154.0807,1.0595223978256856
동작구,커피-음료,20242,1853541.1342,1782671.2561,1.0397548778876056
서대문구,커피-음료,20242,2251418.2715,2013854.5849,1.1179646675491202
중랑구,커피-음료,20242,836919.0268,809466.3406,1.0339145494050455
강남구,커피-음료,20242,11257029.8188,11049813.6173,1.0187529137301985
강동구,커피-음료,20242,1634325.1155,1505596.1774,1.08550030880279
중구,커피-음료,20243,7096980.8866,6729389.7976,1.0546247282526418
성동구,커피-음료,20243,2110169.9226,2036450.8972,1.0361997559093419
금천구,커피-음료,20243,1647957.3109,1652651.9703,0.9971593175790376
서대문구,커피-음료,20243,2089417.5087,1900830.985,1.0992126733982084
강서구,커피-음료,20243,1900925.7712,1941735.7846,0.9789827155045161
강남구,커피-음료,20243,11112071.4084,11448481.0355,0.9706153483543498
영등포구,커피-음료,20243,4457993.2244,4345491.2099,1.0258893664871982
용산구,커피-음료,20243,2360082.1706,2342483.1785,1.0075129641320495
노원구,커피-음료,20243,1724497.9105,1831137.6907,0.94176310129948
동작구,커피-음료,20243,1733437.1755,1832491.9512,0.9459453147201359
성북구,커피-음료,20243,2255893.8907,2366561.6898,0.953236883882223
구로구,커피-음료,20243,1495057.5234,1484156.0677,1.0073452219326866
동대문구,커피-음료,20243,1457435.4068,1481822.9224,0.9835422200376672
중랑구,커피-음료,20243,834215.263,841653.0427,0.9911628909744807
마포구,커피-음료,20243,6771642.2498,6718955.0779,1.007841572281574
양천구,커피-음료,20243,1294512.65,1287030.5825,1.00581343411861
서초구,커피-음료,20243,5697141.0863,5928821.1836,0.9609230755785211
종로구,커피-음료,20243,6697978.4036,6648389.2678,1.0074588195429792
도봉구,커피-음료,20243,699273.1243,671246.7646,1.0417526924196068
강동구,커피-음료,20243,1698436.8666,1639878.6514,1.0357088709887208
관악구,커피-음료,20243,1671647.1877,1676248.0118,0.9972552843805854
광진구,커피-음료,20243,2169496.8476,2180459.3877,0.9949723713443874
송파구,커피-음료,20243,5083328.7577,4644259.1567,1.0945402885983613
은평구,커피-음료,20243,890419.0849,927209.3244,0.960321538479127
강북구,커피-음료,20243,830648.0861,868417.6281,0.9565076286133948
금천구,커피-음료,20244,1591259.1707,1534721.8675,1.0368387943100705
광진구,커피-음료,20244,2232553.148,2131502.6179,1.0474081191603495
중랑구,커피-음료,20244,748552.3479,735091.6113,1.0183116449610885
양천구,커피-음료,20244,1175615.7537,1116259.958,1.0531738107011808
송파구,커피-음료,20244,4693456.1341,4529294.4098,1.0362444366488532
영등포구,커피-음료,20244,4497510.7502,4201426.4807,1.0704723195467338
마포구,커피-음료,20244,6322674.4953,6432123.935,0.9829839348858878
관악구,커피-음료,20244,1517945.23,1550226.5505,0.9791763852260251
강남구,커피-음료,20244,10397327.5035,10809880.7662,0.9618355399450881
노원구,커피-음료,20244,1572577.3768,1652419.1473,0.9516818897732703
도봉구,커피-음료,20244,629071.4688,612237.7387,1.027495414013099
종로구,커피-음료,20244,7044929.1102,6576320.0059,1.0712570410015911
서초구,커피-음료,20244,5525686.9965,5592107.8978,0.9881223855987953
강동구,커피-음료,20244,1614336.1481,1506847.6401,1.0713333618738434
강북구,커피-음료,20244,742770.4519,810870.8763,0.9160156981950789
은평구,커피-음료,20244,776775.965,788462.8666,0.9851776131824748
성동구,커피-음료,20244,2124959.7323,2068769.2114,1.0271613288666328
중구,커피-음료,20244,6844054.9964,7019210.7105,0.975046237914188
서대문구,커피-음료,20244,2216129.8663,2009351.3259,1.1029081065788147
구로구,커피-음료,20244,1408016.3412,1324338.9864,1.0631842418438977
성북구,커피-음료,20244,2179435.4615,2286985.2706,0.9529731080988626
용산구,커피-음료,20244,2422179.2343,2364088.8415,1.0245720007557508
동대문구,커피-음료,20244,1482883.4548,1494403.197,0.9922914095585945
동작구,커피-음료,20244,1717603.717,1729113.2905,0.9933436556394337
강서구,커피-음료,20244,1749203.0161,1724897.5491,1.0140909626851067
강서구,커피-음료,20251,1613866.4596,1688581.9186,0.9557525411251907
종로구,커피-음료,20251,5764087.8163,6012119.6964,0.9587446869614856
중랑구,커피-음료,20251,687457.3022,723069.2457,0.9507489169097156
강동구,커피-음료,20251,1530146.2795,1463326.3219,1.0456630599750574
관악구,커피-음료,20251,1488028.2443,1596009.8621,0.9323427628085456
영등포구,커피-음료,20251,4180593.0371,4067872.1307,1.0277100417068918
강북구,커피-음료,20251,660830.7928,768372.3236,0.8600398172904729
은평구,커피-음료,20251,733121.9777,796489.5802,0.9204413917328482
중구,커피-음료,20251,6411566.2195,6752320.5828,0.9495352213921842
용산구,커피-음료,20251,2226074.9706,2235417.358,0.9958207413185883
광진구,커피-음료,20251,1985804.886,2052157.7633,0.9676667756803938
강남구,커피-음료,20251,10066996.1878,10487433.2146,0.959910397692479
양천구,커피-음료,20251,1048667.9984,1067223.3974,0.9826133881198583
서초구,커피-음료,20251,5105123.3236,5485124.6583,0.9307214770178489
성북구,커피-음료,20251,1928836.2043,2113470.8387,0.9126391379435501
동대문구,커피-음료,20251,1198707.6699,1334020.1658,0.8985678782307955
구로구,커피-음료,20251,1289586.0314,1302813.7702,0.9898467923025028
도봉구,커피-음료,20251,566038.5023,586761.9152,0.9646817348516283
성동구,커피-음료,20251,1907025.3397,1986313.7289,0.960082645532582
금천구,커피-음료,20251,1426717.5324,1458959.9596,0.9779004029631904
서대문구,커피-음료,20251,1947304.6077,1858183.8148,1.0479612362297925
마포구,커피-음료,20251,5760843.2702,6304539.2779,0.9137611832151038
노원구,커피-음료,20251,1447271.2057,1552813.0156,0.9320318616345322
동작구,커피-음료,20251,1522608.6998,1592570.867,0.9560696678247097
송파구,커피-음료,20251,4255352.7028,4337414.1621,0.9810805571630565
성동구,커피-음료,20252,2183463.883,2269183.8046,0.9622243374793034
강서구,커피-음료,20252,1805551.5654,1925651.9305,0.9376313220485201
용산구,커피-음료,20252,2531806.3444,2576391.3773,0.9826947748339679
노원구,커피-음료,20252,1643728.5477,1789558.5016,0.9185106528958863
은평구,커피-음료,20252,834428.1,915457.8979,0.9114871387467659
구로구,커피-음료,20252,1452934.1643,1462660.3149,0.9933503695280985
서초구,커피-음료,20252,5639954.5023,5998994.7762,0.9401499272304034
동대문구,커피-음료,20252,1497388.331,1651163.8983,0.9068683808685959
종로구,커피-음료,20252,7268380.504,7229895.8027,1.0053229952893135
강동구,커피-음료,20252,1778992.3009,1634325.1155,1.0885179968342718
서대문구,커피-음료,20252,2249958.4592,2251418.2715,0.9993516032456167
중구,커피-음료,20252,6989337.4705,7189022.7212,0.9722235888737506
강남구,커피-음료,20252,10687862.1125,11257029.8188,0.9494389092450078
동작구,커피-음료,20252,1767694.9081,1853541.1342,0.9536852867648649
마포구,커피-음료,20252,6340823.478,6997051.9178,0.9062135814469803
중랑구,커피-음료,20252,787880.1104,836919.0268,0.9414054229505301
강북구,커피-음료,20252,756569.5783,840683.5826,0.8999457036619429
성북구,커피-음료,20252,2310443.2797,2455085.6854,0.9410845794262233
도봉구,커피-음료,20252,663947.6168,698895.0236,0.9499962002591086
관악구,커피-음료,20252,1627242.4313,1711631.9102,0.9506964795426492
광진구,커피-음료,20252,2209045.0261,2320984.684,0.9517706175867208
영등포구,커피-음료,20252,4624331.5955,4424788.9109,1.04509654327429
송파구,커피-음료,20252,4916865.0735,5109610.625,0.9622778396152251
양천구,커피-음료,20252,1194313.9288,1212239.2092,0.98521308314072
금천구,커피-음료,20252,1598906.813,1623630.5044,0.9847725875234549
중구,커피-음료,20253,7258690.6041,7096980.8866,1.0227857056520089
성동구,커피-음료,20253,2148703.3822,2110169.9226,1.018260832545903
강남구,커피-음료,20253,11893681.6818,11112071.4084,1.0703388454477674
금천구,커피-음료,20253,1766097.2681,1647957.3109,1.0716887242276198
도봉구,커피-음료,20253,686707.6718,699273.1243,0.9820306943548295
종로구,커피-음료,20253,6883995.2443,6697978.4036,1.027772087261437
서초구,커피-음료,20253,5990587.8769,5697141.0863,1.0515077274996147
강북구,커피-음료,20253,812611.6757,830648.0861,0.97828633966439
광진구,커피-음료,20253,2226156.167,2169496.8476,1.0261163409675746
동작구,커피-음료,20253,1700680.3654,1733437.1755,0.9811029724278577
은평구,커피-음료,20253,887633.5754,890419.0849,0.9968716871108925
강동구,커피-음료,20253,1917341.0527,1698436.8666,1.1288856774159708
송파구,커피-음료,20253,4898791.3695,5083328.7577,0.9636975303003036
영등포구,커피-음료,20253,5015495.3722,4457993.2244,1.1250567508152807
강서구,커피-음료,20253,1943245.6236,1900925.7712,1.0222627590414983
양천구,커피-음료,20253,1236658.9059,1294512.65,0.955308475278322
동대문구,커피-음료,20253,1428941.4081,1457435.4068,0.9804492202075956
성북구,커피-음료,20253,2262254.8422,2255893.8907,1.0028197033230255
관악구,커피-음료,20253,1704899.9279,1671647.1877,1.0198922000076776
용산구,커피-음료,20253,2482362.8666,2360082.1706,1.0518120502426882
서대문구,커피-음료,20253,2098872.2579,2089417.5087,1.00452506459845
중랑구,커피-음료,20253,858873.0378,834215.263,1.0295580480166784
마포구,커피-음료,20253,6567858.3492,6771642.2498,0.9699062807687427
노원구,커피-음료,20253,1763320.7256,1724497.9105,1.0225125324093571
구로구,커피-음료,20253,1508483.6474,1495057.5234,1.0089803394116013
양천구,커피-음료,20254,1076802.0543,1175615.7537,0.9159472820188016
중구,커피-음료,20254,6843536.037,6844054.9964,0.9999241736952329
종로구,커피-음료,20254,7016590.7912,7044929.1102,0.9959774869900436
서대문구,커피-음료,20254,1974254.3657,2216129.8663,0.8908568020863191
동대문구,커피-음료,20254,1339911.6265,1482883.4548,0.9035852562538147
중랑구,커피-음료,20254,784978.2113,748552.3479,1.0486617449029312
강남구,커피-음료,20254,10853700.94,10397327.5035,1.043893340509508
광진구,커피-음료,20254,2154156.4988,2232553.148,0.9648847557021295
강동구,커피-음료,20254,1666920.0434,1614336.1481,1.03257307677951
송파구,커피-음료,20254,4375154.6168,4693456.1341,0.932181848896509
동작구,커피-음료,20254,1655446.0148,1717603.717,0.9638113835078526
도봉구,커피-음료,20254,633569.8341,629071.4688,1.0071508016546689
강북구,커피-음료,20254,831806.4613,742770.4519,1.1198701552710486
성북구,커피-음료,20254,2292819.4712,2179435.4615,1.0520244860207804
은평구,커피-음료,20254,808894.883,776775.965,1.0413490111012897
금천구,커피-음료,20254,1579912.9982,1591259.1707,0.9928696891688558
관악구,커피-음료,20254,1478758.178,1517945.23,0.9741841462883348
성동구,커피-음료,20254,2076317.8492,2124959.7323,0.9771092683025334
마포구,커피-음료,20254,5991066.7903,6322674.4953,0.9475526210867724
강서구,커피-음료,20254,1716273.2899,1749203.0161,0.9811744400753324
서초구,커피-음료,20254,5477906.3471,5525686.9965,0.9913529938575484
구로구,커피-음료,20254,1337707.6284,1408016.3412,0.9500654141981915
노원구,커피-음료,20254,1585624.8872,1572577.3768,1.0082968956519964
영등포구,커피-음료,20254,4667358.4651,4497510.7502,1.0377648268861719
용산구,커피-음료,20254,2389444.9007,2422179.2343,0.9864855857335182
송파구,커피-음료,20261,4164168.7029,4255352.7028,0.9785719289872256
강남구,커피-음료,20261,10603495.0002,10066996.1878,1.0532928395314356
마포구,커피-음료,20261,5713530.288,5760843.2702,0.9917871429613884
동작구,커피-음료,20261,1527475.9511,1522608.6998,1.003196652758282
중구,커피-음료,20261,6330070.2618,6411566.2195,0.987289227793961
구로구,커피-음료,20261,1259100.1308,1289586.0314,0.9763599326778502
성북구,커피-음료,20261,2049153.0633,1928836.2043,1.0623779555421942
서대문구,커피-음료,20261,1835401.6854,1947304.6077,0.9425344541077367
관악구,커피-음료,20261,1430905.4414,1488028.2443,0.9616117482186154
영등포구,커피-음료,20261,4583539.3006,4180593.0371,1.0963849530255918
용산구,커피-음료,20261,2182695.1029,2226074.9706,0.9805128451319373
강서구,커피-음료,20261,1680289.8652,1613866.4596,1.041157931751344
노원구,커피-음료,20261,1541580.2889,1447271.2057,1.0651633797650149
성동구,커피-음료,20261,2013561.3084,1907025.3397,1.0558649990024567
금천구,커피-음료,20261,1519169.0907,1426717.5324,1.064800183778831
은평구,커피-음료,20261,787588.2753,733121.9777,1.0742936363344
강북구,커피-음료,20261,769747.8184,660830.7928,1.164818326849614
도봉구,커피-음료,20261,605775.2183,566038.5023,1.0702014365428087
서초구,커피-음료,20261,5279743.3809,5105123.3236,1.0342048656283709
종로구,커피-음료,20261,6360867.1549,5764087.8163,1.103534046950568
강동구,커피-음료,20261,1647402.0859,1530146.2795,1.0766304555132569
광진구,커피-음료,20261,2027579.3665,1985804.886,1.0210365483510044
동대문구,커피-음료,20261,1220293.9358,1198707.6699,1.0180079484281608
양천구,커피-음료,20261,1055963.8947,1048667.9984,1.006957298507375
중랑구,커피-음료,20261,739174.9839,687457.3022,1.0752303910868255
