signgu,svc_induty,stdr_yyqu,monthly_sales,prev_year,retention
종로구,의류,20241,2266.4444444444443,2168.0,1.0454079540795407
용산구,커피-음료,20241,2918.222222222222,2623.4444444444443,1.1123628817076787
관악구,한식음식점,20241,3800.5555555555557,3658.222222222222,1.0389077876321224
서대문구,치킨전문점,20241,2229.8888888888887,2156.222222222222,1.0341646913325775
동작구,커피-음료,20241,2391.222222222222,2381.5555555555557,1.0040589717271624
광진구,한식음식점,20241,3325.222222222222,3169.8888888888887,1.0490027691121315
종로구,한식음식점,20242,3856.1111111111113,3601.5555555555557,1.070679336089344
은평구,한식음식점,20242,3176.1111111111113,2974.6666666666665,1.0677200059763934
동작구,분식전문점,20242,1833.6666666666667,1719.4444444444443,1.0664297253634896
동작구,의류,20242,2072.1111111111113,1939.4444444444443,1.0684044686336296
강남구,분식전문점,20242,2343.6666666666665,2330.8888888888887,1.0054819334540948
은평구,분식전문점,20242,1870.888888888889,1778.3333333333333,1.0520462355513902
영등포구,의류,20242,2489.1111111111113,2406.5555555555557,1.0343044461886515
광진구,제과점,20242,2383.1111111111113,2316.5555555555557,1.0287303947431532
종로구,치킨전문점,20242,2477.6666666666665,2367.222222222222,1.046655714620981
용산구,분식전문점,20242,2019.6666666666667,1978.0,1.0210650488709134
관악구,제과점,20242,2756.3333333333335,2727.0,1.0107566312186775
종로구,커피-음료,20242,2930.1111111111113,2888.222222222222,1.014503346926214
관악구,치킨전문점,20242,2587.8888888888887,2290.8888888888887,1.1296440003880104
영등포구,한식음식점,20242,4044.8888888888887,3854.0,1.0495300697687828
관악구,커피-음료,20242,3086.4444444444443,2882.777777777778,1.0706494507612256
관악구,한식음식점,20242,3802.8888888888887,3698.3333333333335,1.0282709929397627
은평구,제과점,20242,2384.4444444444443,2151.222222222222,1.108413821600124
광진구,한식음식점,20242,3403.777777777778,3241.5555555555557,1.0500445602248578
광진구,분식전문점,20242,1825.0,1806.111111111111,1.010458320516764
광진구,의류,20242,1959.3333333333333,1957.111111111111,1.001135460429204
은평구,의류,20242,1994.6666666666667,1915.5555555555557,1.0412993039443155
관악구,분식전문점,20242,2292.5555555555557,2128.3333333333335,1.077160010441138
영등포구,치킨전문점,20242,2632.5555555555557,2526.8888888888887,1.0418169026470847
광진구,치킨전문점,20242,2397.1111111111113,2044.2222222222222,1.1726274595064683
광진구,커피-음료,20242,2547.5555555555557,2490.222222222222,1.023023380331965
용산구,의류,20242,2284.5555555555557,2078.6666666666665,1.0990485353859314
영등포구,제과점,20242,3057.0,2787.5555555555557,1.0966597576530612
영등포구,커피-음료,20242,3261.3333333333335,3003.8888888888887,1.0857037174033661
영등포구,분식전문점,20242,2216.8888888888887,2077.6666666666665,1.0670089309588748
동작구,한식음식점,20242,3312.4444444444443,3129.8888888888887,1.0583265291632646
동작구,제과점,20242,2349.4444444444443,2205.6666666666665,1.0651856329655938
관악구,의류,20242,2414.4444444444443,2288.1111111111113,1.0552129364347107
서대문구,의류,20242,2355.777777777778,2243.4444444444443,1.0500718141746324
은평구,치킨전문점,20242,2049.8888888888887,1944.111111111111,1.0544093273132535
송파구,분식전문점,20242,2214.222222222222,2000.888888888889,1.1066192803198578
서대문구,제과점,20242,2640.1111111111113,2527.6666666666665,1.0444854718888743
용산구,커피-음료,20242,2953.222222222222,2793.4444444444443,1.0571974066266259
종로구,의류,20242,2406.3333333333335,2215.222222222222,1.0862717560314994
종로구,분식전문점,20242,2261.5555555555557,1948.6666666666667,1.1605656289200592
성동구,한식음식점,20242,3989.777777777778,3899.777777777778,1.0230782380762438
강남구,한식음식점,20242,4249.888888888889,4053.8888888888887,1.0483486364259285
서대문구,치킨전문점,20242,2373.222222222222,2222.777777777778,1.0676830792301923
서대문구,한식음식점,20242,3532.8888888888887,3402.222222222222,1.0384062704114958
성동구,커피-음료,20242,3270.1111111111113,2927.0,1.1172227916334512
성동구,분식전문점,20242,2270.4444444444443,2222.1111111111113,1.0217510875543776
성동구,의류,20242,2608.8888888888887,2296.0,1.1362756484707703
은평구,커피-음료,20242,2493.8888888888887,2336.777777777778,1.0672340830203033
강남구,제과점,20242,2918.777777777778,2901.4444444444443,1.0059740359208058
용산구,치킨전문점,20242,2327.5555555555557,2060.5555555555557,1.1295767053114047
성동구,치킨전문점,20242,2543.8888888888887,2448.5555555555557,1.0389345192176793
성동구,제과점,20242,2821.8888888888887,2724.5555555555557,1.035724481057053
서대문구,커피-음료,20242,2774.8888888888887,2650.222222222222,1.0470400804963944
송파구,의류,20242,2202.222222222222,2078.222222222222,1.059666381522669
강남구,치킨전문점,20242,2684.6666666666665,2527.6666666666665,1.0621126203349598
서대문구,분식전문점,20242,2282.8888888888887,2061.222222222222,1.107541372432753
동작구,치킨전문점,20242,2093.777777777778,2008.0,1.0427180168216026
송파구,한식음식점,20242,3584.5555555555557,3484.1111111111113,1.0288292885161208
동작구,커피-음료,20242,2582.6666666666665,2393.6666666666665,1.0789583623450774
마포구,분식전문점,20242,2364.5555555555557,2133.1111111111113,1.1085008855089071
송파구,커피-음료,20242,2834.6666666666665,2717.777777777778,1.0430089942763696
종로구,제과점,20242,2803.5555555555557,2604.4444444444443,1.0764505119453927
마포구,의류,20242,2520.3333333333335,2356.222222222222,1.0696500990285769
용산구,한식음식점,20242,3426.8888888888887,3549.3333333333335,0.9655021287252691
용산구,제과점,20242,2623.222222222222,2446.3333333333335,1.072307762183767
송파구,치킨전문점,20242,2406.1111111111113,2253.222222222222,1.0678534444499237
강남구,커피-음료,20242,3303.0,3127.222222222222,1.0562089181026826
마포구,치킨전문점,20242,2651.4444444444443,2633.222222222222,1.0069201232119498
송파구,제과점,20242,2729.8888888888887,2539.6666666666665,1.0749004681279257
마포구,커피-음료,20242,3232.8888888888887,3124.222222222222,1.0347819901842237
마포구,한식음식점,20242,4010.3333333333335,3986.222222222222,1.006048611885383
강남구,의류,20242,2569.5555555555557,2415.4444444444443,1.063802382814297
마포구,제과점,20242,3065.0,2931.6666666666665,1.045480386583286
은평구,커피-음료,20243,2532.6666666666665,2425.777777777778,1.044063759618908
은평구,의류,20243,2050.0,1996.2222222222222,1.0269397751308027
용산구,제과점,20243,2722.777777777778,2478.3333333333335,1.0986325935888814
은평구,제과점,20243,2318.0,2186.6666666666665,1.060060975609756
용산구,의류,20243,2392.3333333333335,2241.0,1.0675293767663245
용산구,한식음식점,20243,3628.222222222222,3423.3333333333335,1.0598506978253812
용산구,커피-음료,20243,2943.6666666666665,2751.0,1.0700351387374287
은평구,분식전문점,20243,1783.111111111111,1836.4444444444443,0.9709583736689255
용산구,치킨전문점,20243,2401.777777777778,2375.1111111111113,1.0112275449101795
종로구,의류,20243,2373.4444444444443,2332.777777777778,1.0174327220766848
영등포구,한식음식점,20243,4107.111111111111,4007.777777777778,1.0247851400055448
마포구,의류,20243,2481.1111111111113,2474.4444444444443,1.002694207453974
마포구,분식전문점,20243,2400.6666666666665,2312.1111111111113,1.038300735258782
종로구,제과점,20243,2900.1111111111113,2614.1111111111113,1.109406214136949
동작구,한식음식점,20243,3318.777777777778,3140.8888888888887,1.0566364794113485
동작구,커피-음료,20243,2543.1111111111113,2457.5555555555557,1.034813274256262
동작구,치킨전문점,20243,2094.6666666666665,1976.4444444444443,1.0598156060265347
동작구,제과점,20243,2470.8888888888887,2237.8888888888887,1.1041159823246114
동작구,의류,20243,1928.3333333333333,1909.111111111111,1.0100686765219415
동작구,분식전문점,20243,1821.5555555555557,1697.2222222222222,1.0732569558101475
광진구,한식음식점,20243,3390.8888888888887,3176.777777777778,1.0673988318002168
광진구,커피-음료,20243,2585.222222222222,2563.8888888888887,1.008320693391116
종로구,치킨전문점,20243,2500.777777777778,2268.8888888888887,1.102203721841332
광진구,치킨전문점,20243,2214.0,2151.6666666666665,1.0289697908597988
광진구,제과점,20243,2569.3333333333335,2252.6666666666665,1.1405741343592781
광진구,의류,20243,2226.8888888888887,1990.6666666666667,1.118664880553695
광진구,분식전문점,20243,1933.7777777777778,1908.3333333333333,1.0133333333333334
관악구,한식음식점,20243,3794.0,3803.6666666666665,0.9974585925861011
관악구,커피-음료,20243,2961.6666666666665,2985.8888888888887,0.9918877683920664
관악구,치킨전문점,20243,2479.5555555555557,2359.222222222222,1.0510055102905855
관악구,제과점,20243,2942.5555555555557,2769.1111111111113,1.0626354225182568
종로구,커피-음료,20243,3088.222222222222,2954.5555555555557,1.0452408709713812
관악구,의류,20243,2518.5555555555557,2339.777777777778,1.0764080159559313
관악구,분식전문점,20243,2161.0,2113.3333333333335,1.0225552050473186
강남구,한식음식점,20243,4272.222222222223,4104.555555555556,1.0408489212528087
강남구,커피-음료,20243,3326.4444444444443,3304.777777777778,1.0065561644756749
강남구,치킨전문점,20243,2659.222222222222,2565.4444444444443,1.0365542033002728
강남구,제과점,20243,3264.4444444444443,2952.6666666666665,1.1055919319635734
강남구,의류,20243,2607.3333333333335,2512.1111111111113,1.0379052589676676
강남구,분식전문점,20243,2276.6666666666665,2262.8888888888887,1.0060885790042227
용산구,분식전문점,20243,2107.6666666666665,1970.5555555555557,1.0695799266986183
마포구,치킨전문점,20243,2718.8888888888887,2593.222222222222,1.0484596597969065
마포구,제과점,20243,3068.777777777778,2939.4444444444443,1.043999243999244
마포구,한식음식점,20243,4109.555555555556,4094.3333333333335,1.003717875654699
영등포구,커피-음료,20243,3237.6666666666665,3083.0,1.0501675856849388
영등포구,치킨전문점,20243,2681.1111111111113,2456.8888888888887,1.0912626628075255
영등포구,제과점,20243,3056.1111111111113,2711.6666666666665,1.127023150993649
영등포구,의류,20243,2546.3333333333335,2370.6666666666665,1.0741001124859393
은평구,한식음식점,20243,3226.6666666666665,3063.1111111111113,1.0533952408589669
영등포구,분식전문점,20243,2483.0,2128.6666666666665,1.1664578766050737
송파구,한식음식점,20243,3837.5555555555557,3486.3333333333335,1.100742582146158
송파구,커피-음료,20243,2972.8888888888887,2743.5555555555557,1.0835898266645065
송파구,치킨전문점,20243,2449.6666666666665,2403.3333333333335,1.019278779472954
송파구,제과점,20243,2754.777777777778,2623.8888888888887,1.0498835485919966
송파구,의류,20243,2405.4444444444443,2286.3333333333335,1.0520970015065363
송파구,분식전문점,20243,2084.777777777778,2158.8888888888887,0.9656716417910449
성동구,한식음식점,20243,4024.4444444444443,3829.8888888888887,1.0507992689082943
마포구,커피-음료,20243,3293.222222222222,3182.5555555555557,1.0347728939007785
종로구,분식전문점,20243,2185.1111111111113,2045.4444444444443,1.068281818675648
은평구,치킨전문점,20243,2066.0,2109.222222222222,0.9795079808249486
서대문구,분식전문점,20243,2131.0,1910.4444444444443,1.115447249040363
성동구,치킨전문점,20243,2510.3333333333335,2549.777777777778,0.9845302422869096
성동구,제과점,20243,2884.3333333333335,2754.4444444444443,1.047156111335216
성동구,의류,20243,2433.6666666666665,2435.0,0.9994524298425735
성동구,분식전문점,20243,2274.6666666666665,2186.0,1.0405611466910643
종로구,한식음식점,20243,3900.8888888888887,3670.8888888888887,1.0626551244022036
서대문구,한식음식점,20243,3613.777777777778,3458.3333333333335,1.0449477911646585
서대문구,커피-음료,20243,2967.222222222222,2932.777777777778,1.0117446486076909
성동구,커피-음료,20243,3120.222222222222,3100.3333333333335,1.0064150808156829
서대문구,의류,20243,2212.5555555555557,2150.777777777778,1.028723459213721
서대문구,치킨전문점,20243,2412.1111111111113,2243.5555555555557,1.075128763866878
서대문구,제과점,20243,2787.8888888888887,2619.1111111111113,1.064440862039708
종로구,의류,20244,2520.222222222222,2242.3333333333335,1.1239284475496754
종로구,치킨전문점,20244,2488.5555555555557,2417.4444444444443,1.0294158201957992
종로구,제과점,20244,2731.5555555555557,2819.5555555555557,0.9687894073139974
종로구,커피-음료,20244,2956.6666666666665,2876.222222222222,1.0279687862164877
종로구,분식전문점,20244,2176.5555555555557,2164.3333333333335,1.0056471071410236
은평구,커피-음료,20244,2607.222222222222,2382.4444444444443,1.0943475422068838
은평구,한식음식점,20244,3257.222222222222,3034.5555555555557,1.0733770275713082
서대문구,한식음식점,20244,3618.5555555555557,3702.3333333333335,0.9773716275021758
은평구,제과점,20244,2407.777777777778,2234.0,1.0777877250571968
마포구,치킨전문점,20244,2675.0,2704.4444444444443,0.9891125718981102
마포구,제과점,20244,2995.5555555555557,2877.222222222222,1.04112763081676
마포구,의류,20244,2541.4444444444443,2480.222222222222,1.024684168085297
마포구,분식전문점,20244,2360.6666666666665,2197.777777777778,1.0741152679474215
동작구,한식음식점,20244,3296.1111111111113,3047.6666666666665,1.081519559590215
동작구,커피-음료,20244,2652.4444444444443,2737.8888888888887,0.9687918509800739
동작구,치킨전문점,20244,2204.3333333333335,2134.0,1.0329584504842237
동작구,제과점,20244,2493.4444444444443,2233.8888888888887,1.1161900024869436
동작구,의류,20244,2122.8888888888887,1963.7777777777778,1.0810229715966955
동작구,분식전문점,20244,1872.5555555555557,1785.2222222222222,1.0489201468849194
광진구,한식음식점,20244,3326.6666666666665,3312.5555555555557,1.0042598866266392
광진구,커피-음료,20244,2779.0,2627.222222222222,1.0577711989849863
광진구,치킨전문점,20244,2310.6666666666665,2207.6666666666665,1.0466555941416276
마포구,커피-음료,20244,3303.222222222222,3148.8888888888887,1.0490119971771348
광진구,제과점,20244,2607.222222222222,2374.222222222222,1.0981374017222014
광진구,분식전문점,20244,1980.888888888889,1837.7777777777778,1.0778718258766626
관악구,한식음식점,20244,3917.1111111111113,3737.222222222222,1.0481343838263715
관악구,커피-음료,20244,3113.6666666666665,2930.222222222222,1.0626042772637645
관악구,치킨전문점,20244,2549.8888888888887,2428.1111111111113,1.050153297030156
관악구,제과점,20244,2905.0,2864.1111111111113,1.0142762928191797
관악구,의류,20244,2466.8888888888887,2404.6666666666665,1.025875612235468
관악구,분식전문점,20244,2230.777777777778,2015.6666666666667,1.1067195854693788
강남구,한식음식점,20244,4304.666666666667,4222.333333333333,1.0194994868556093
강남구,커피-음료,20244,3428.5555555555557,3250.0,1.054940170940171
강남구,치킨전문점,20244,2603.5555555555557,2639.222222222222,0.9864859175683072
강남구,제과점,20244,3130.4444444444443,2992.4444444444443,1.0461161443635825
강남구,의류,20244,2692.1111111111113,2576.5555555555557,1.0448488507481997
강남구,분식전문점,20244,2502.222222222222,2141.777777777778,1.168292176800166
광진구,의류,20244,2201.8888888888887,1923.7777777777778,1.1445650918331984
마포구,한식음식점,20244,4195.222222222223,4102.777777777777,1.0225321597833448
서대문구,분식전문점,20244,2164.5555555555557,2061.5555555555557,1.0499622722862993
서대문구,의류,20244,2345.4444444444443,2256.3333333333335,1.039493770620968
은평구,의류,20244,1991.4444444444443,1948.5555555555557,1.0220106061470033
은평구,분식전문점,20244,1997.6666666666667,1854.5555555555557,1.0771673356898928
용산구,한식음식점,20244,3683.8888888888887,3617.222222222222,1.0184303486407618
용산구,커피-음료,20244,2936.5555555555557,2859.222222222222,1.0270469824738664
용산구,치킨전문점,20244,2450.6666666666665,2389.777777777778,1.0254788915752278
용산구,제과점,20244,2832.222222222222,2609.0,1.0855585366892382
용산구,의류,20244,2528.777777777778,2203.1111111111113,1.147821262860601
용산구,분식전문점,20244,2158.6666666666665,1988.111111111111,1.0857877382216508
영등포구,한식음식점,20244,4152.444444444444,3980.5555555555557,1.043182135380321
영등포구,커피-음료,20244,3261.0,3192.6666666666665,1.021403215702652
영등포구,치킨전문점,20244,2705.6666666666665,2612.222222222222,1.0357720119098255
영등포구,제과점,20244,3092.8888888888887,2912.4444444444443,1.0619563558675416
영등포구,의류,20244,2656.8888888888887,2331.5555555555557,1.13953488372093
영등포구,분식전문점,20244,2421.3333333333335,2210.6666666666665,1.095295536791315
송파구,한식음식점,20244,3623.1111111111113,3591.0,1.0089421083573131
송파구,커피-음료,20244,2959.3333333333335,2792.777777777778,1.059637955042769
송파구,치킨전문점,20244,2399.1111111111113,2407.1111111111113,0.9966765140324964
송파구,제과점,20244,2829.4444444444443,2595.8888888888887,1.0899713221760905
송파구,의류,20244,2389.3333333333335,2360.777777777778,1.0120958252929826
송파구,분식전문점,20244,2141.222222222222,2116.4444444444443,1.0117072658546828
성동구,한식음식점,20244,4239.333333333333,3910.4444444444443,1.084105245212252
성동구,커피-음료,20244,3216.6666666666665,3079.6666666666665,1.0444853339105964
성동구,치킨전문점,20244,2573.8888888888887,2557.1111111111113,1.0065612236030241
성동구,제과점,20244,2895.5555555555557,2821.5555555555557,1.0262266677167835
성동구,의류,20244,2543.222222222222,2387.222222222222,1.065347917151501
성동구,분식전문점,20244,2304.222222222222,2177.4444444444443,1.0582231974281777
서대문구,커피-음료,20244,2911.6666666666665,2721.5555555555557,1.069853841757165
서대문구,치킨전문점,20244,2473.222222222222,2519.5555555555557,0.9816105133180455
서대문구,제과점,20244,2735.5555555555557,2643.3333333333335,1.0348886086591005
은평구,치킨전문점,20244,2123.0,2074.0,1.023625843780135
종로구,한식음식점,20244,3679.8888888888887,3751.4444444444443,0.9809258655925125
